product_name,protein_value,fat_value,carbohydrate_value,kcal_value
Сырный продукт Парижская буренка,7.199999809,22,2,232
Сырный продукт Просто-Постно со вкусом сыра с прованскими травами и чесноком,0,20.2,23.8,227
Сырный продукт Сыробогатов Фиетта классическая,10.19999981,22.9,2.3,256
Сыроежки свежие,1.700000048,0.7,1.5,15
Сырок Б.Ю. Александров 5% в тёмном шоколаде,13.5,12.9,29,286
Сырок Б.Ю. Александров в молочном шоколаде,8.399999619,28.2,30.7,410
Сырок Б.Ю. Александров в тёмном шоколаде,8.600000381,30.8,27,419
Сырок Б.Ю. Александров с ванилью,2.799999952,6.5,10.5,242
Сырок глазированный,8.5,27.8,32,407
Сырок глазированный Картошка,7,23.4,47.6,417
Сырок глазированный РостАгроЭкспорт с варёной сгущенкой,7.699999809,19.1,39.5,361
Сырок глазированный с начинкой,9.5,21.3,36,374
Сырок глазированный Фермерская коллекция в шоколадной глазури с ванилью,7,26,35,400
Сырок творожный Первый Вкус с изюмом 15%,11.5,15,15,241
Сырок творожный Ростагроэкспорт с ароматом ванили,9.699999809,16.5,20.8,299
Сырок творожный Ростагроэкспорт с ароматом ванили обезжиренный,13.5,1.3,27.5,175
Сырок творожный Ростагроэкспорт с изюмом,9.699999809,16.5,27.6,290
Сырок творожный Ростагроэкспорт с изюмом обезжиренный,18.70000076,0.5,16.2,144
Сырок творожный Свитлогорье в карамельной глазури с ванилином,8.5,25.3,31.4,387
Сырок творожный Фанни ванильный,10,20,12,268
Сырцееды сыр копчёный классический,46.40000153,24,0,413
Сырцееды сыр копчёный со вкусом томата,46.40000153,24,0,413
Сырцееды сыр копчёный со вкусом чеснока и укропа,46.40000153,24,0,413
Сэндвич Айтвистер,10,9.4,27.1,233
Сэндвич Айтвистер Чиз,9.699999809,13.7,23.3,256
Сэндвич Биг Брекфаст Ролл,27,36,54,655
Сэндвич Биг Кинг,8.5,13.1,14.9,212
Сэндвич Биг Мак,27,26,41,510
Сэндвич Биг Маэстро Бургер Оригинальный,12.89999962,10.2,22.3,233
Сэндвич Биг Тейсти,44,52,50,850
Сэндвич Биггер,12.30000019,11.4,22.7,242
Сэндвич Биф а-ля Рус,29,31,44,580
Сэндвич Биф Ролл,20,29,43,520
Сэндвич Боксмастер Жюльен,7.800000191,15.6,20.1,252
Сэндвич Боксмастер из тостера,8.100000381,15.6,20.1,252
Сэндвич Воппер,9.199999809,12.1,15.4,207
Сэндвич Воппер Двойной,11.89999962,15.1,12.1,230
Сэндвич Воппер Джуниор,9.199999809,10.7,19,207
Сэндвич Воппер Тройной,13.69999981,16.4,9.9,240
Сэндвич Гамбургер,13,9,30,255
Сэндвич Гамбургер Бургер Кинг,7.599999905,5.1,25.9,182
Сэндвич Гранд Де Люкс (Вкусно и точка),31,31,40,570
Сэндвич Гриль Чикен Барбекю,12.10000038,11.9,18.5,233
Сэндвич Двойной Чизбургер,27,24,31,450
Сэндвич Зингер,11.60000038,10.7,22.2,231
Сэндвич Классик,10.89999962,8.8,24.3,220
Сэндвич Криспи Чикен,9.699999809,15.8,18.9,257
Сэндвич Лонгер Жюльен,13.39999962,15,26.3,297
Сэндвич Лонгер Кентукки BBQ,11.60000038,8,28.8,234
Сэндвич Макчикен,20,19,44,435
Сэндвич Монблан Бургер,55,42,55,740
Сэндвич Роял Де Люкс,30,29,42,555
Сэндвич Роял Чизбургер,32,28,36,530
Сэндвич Сандерс,10.5,6.1,28.8,212
Сэндвич Стейкхаус Бургер Кинг,12,16.5,18.6,276
Сэндвич Твистер Веджи,4.599999905,18,22.2,269
Сэндвич Твистер Жюльен,11.10000038,13.9,23.6,264
Сэндвич Твистер из тостера,10,10,22.5,220
Сэндвич Филе-о-фиш,14,13,36,320
Сэндвич Фиш Кинг,8.800000191,14.9,21.4,255
Сэндвич Фиш Ролл,17,23,49,475
Сэндвич Фреш Ролл,25,38,40,610
Сэндвич Цезарь Ролл,22,24,50,510
Сэндвич Цезарь Ролл Бургер Кинг,10.69999981,10.9,19.7,230
Сэндвич Чизбургер,16,13,30,305
Сэндвич Чизбургер Бургер Кинг,8.800000191,7.3,23.6,198
Сэндвич Чизбургер Двойной Бургер Кинг,9.600000381,8.6,17,187
Сэндвич Чизбургер Жюльен,11,10.5,25.9,242
Сэндвич Чикен Бекон,27,36,60,680
Сэндвич Чикен Лонг,10.89999962,16.1,22.4,278
Сэндвич Чикен Мифик,29,35,48,625
Сэндвич Чикен Премьер Халапеньо (Вкусно и точка),26,24,51,526
Сэндвич Чикен Хит Халапеньо (Вкусно и точка),21,22,49,485
Сэндвич Чикен Эмменталь,29,35,48,625
Сэндвич Чикенбургер,12,16,41,360
Сэндвич Чикенбургер Бургер Кинг,8.300000191,16.2,22.6,270
Сэндвич Шефбургер Джуниор Оригинальный,12.60000038,8.9,22.2,219
Сякэ тэрияки,12.89999962,5.2,16.2,168
Таймень,17.5,2,0,88
Тако,7.099999905,20.8,58.1,467
Талисман,15.69999981,3,0,90
Талкан пшеничный,11.5,1.3,64,324
Талкан-шифа 4 злака,10.60000038,2.7,60.5,309
Тальятелле,21.70000076,2.2,63.3,374
Тамагояки тяхан,5.800000191,5.4,11.1,116
Тамарилло,0,0,12.5,50
Тамариндовая паста,2.799999952,0.6,62.5,239
Тандури масала,15,15,45,379
Танжело,1,1,13,70
Танжерин,0.800000012,0.3,11.5,53
Тарань,17.5,2,0,88
Тарталетки для салата,9.100000381,30.9,48.3,514
Тахина,24,62,10,695
Творог 0% (обезжиренный),16.5,0,1.3,71
Творог 0.1%,16.70000076,0.1,2,76
Творог 0.2%,18,0.2,1.8,81
Творог 0.3%,18,0.3,3.3,90
Творог 0.6% (маложирный),18,0.6,1.8,88
Творог 1%,16.29999924,1,1.3,79
Творог 1.8% (нежирный),18,1.8,3.3,101
Творог 11%,16,11,1,170
Творог 18% (жирный),14,18,2.8,232
Творог 2%,18,2,3.3,103
Творог 4%,15.69999981,4,1.4,104
Творог 5%,17.20000076,5,1.8,121
Творог 8%,15,8,1.5,138
Творог 9% (полужирный),16.70000076,9,2,159
Творог Arla Keso зернистый,11,1.5,2.5,70
Творог Danone 0% мягкий,10.89999962,0.1,4,61
Творог Danone 5% мягкий,8.600000381,5,4,95
Творог Lactica 0% мягкий обезжиренный,8,0.3,2.6,45
Творог Lactica 4.5% мягкий,7,4.5,2.5,79
Творог President 9% Рассыпчатый,9,16,2,153
Творог Valio 0.1% с мюсли и сушеными ягодами,8.699999809,0.1,12.3,85
Творог Valio 0.3%,11,0.3,4.2,65
Творог Агуша Абрикос и Морковь 3.9%,7.300000191,3.9,10.2,105
Творог Агуша Классический 4.5%,8.5,4.5,3.5,89
Творог Агуша Черника 3.9%,7.300000191,3.9,10.2,105
Творог Агуша Яблоко и Банан 3.9%,7.300000191,3.9,10.2,105
Творог АИСФеР Правильный 9% рассыпчатый,16,9,3,157
Творог альбуминовый,11,0,2,52
Творог Б.Ю. Александров Клубника 4.2%,7.199999809,4.2,9.1,103
Творог Б.Ю. Александров Персик-груша 4.2%,7.199999809,4.2,9.1,103
Творог Б.Ю. Александров с шоколадной крошкой 4.2%,6.900000095,7.2,9.8,132
Творог Белые росы обезжиренный,18,0,3.3,85
Творог Белый медведь 5%,16,5,3,145
Творог Благода 1.8% обезжиренный,16,1.8,3.3,93
Творог Благода 12% Крестьянский,14,12,2,175
Творог Благода 7.5% низкокалорийный,16,7.5,3,144
Творог Брест-Литовск 3% Классический,16.70000076,3,1.4,97
Творог Вкуснотеево 0.5% обезжиренный,18,0.5,3.3,90
Творог Вкусный день обезжиренный,18,0,3.3,85
Творог Вкусняев 5% зерненый,16,5,3,121
Творог Вологжанка 0-1.8% обезжиренный,16,1.8,3.3,93
Творог Вологжанка 5%,15,5,3,53
Творог Вологжанка 9%,15,9,3,153
Творог Дмитровский 9%,16,9,3,160
Творог домашний (из молока 1%),17.60000038,6.4,11.3,166
Творог Домик в деревне 0.1%,10,0.1,3.5,55
Творог Домик в деревне 0.2%,16,0.2,1.8,73
Творог Домик в деревне 5.5% мягкий,8.600000381,5.5,3.5,98
Творог Домик в деревне 9%,16,9,2,153
Творог Здрайверы Клубника 3.6%,6,3.6,14,112
Творог Здрайверы Персик 3.6%,6,3.6,14,112
Творог Избёнка (ВкусВилл) 0% мягкий обезжиренный,7,0.7,2.6,43
Творог Избёнка (ВкусВилл) 1% рассыпчатый,18,1,2,89
Творог Избёнка (ВкусВилл) 5% из топленого молока,16,5,3,121
Творог Избёнка (ВкусВилл) 6% мягкий с наполнителем Черника двухслойный,7,6,12.5,132
Творог Избёнка (ВкусВилл) 9%,16,9,3,157
Творог Искренне Ваш 5% с семенами льна,17,5,2.3,122
Творог Карат зернёный домашний 4%,14,4,2,100
Творог Козельский 5%,16,5,3,121
Творог Козельский 9%,16,9,3,157
Творог Козельский обезжиренный,18,0,3.3,85
Творог Красная Цена обезжиренный,12,0.1,1.3,54
Творог Ласковое лето 3% зерненый,15.10000038,3,2.2,96
Творог Лосево 0%,18,0,3.3,85
Творог Милава 4% мягкий,11.19999981,4,1.3,85
Творог Милава 9% натуральный,15,9,1.5,147
Творог Милава обезжиренный,18,0,1.2,75
Творог мягкий нежный обезжиренный,7,0,1,32
Творог Останкинский обезжиренный,13.5,0.1,3.3,68
Творог Пискарёвский 5%,16,5,3,121
Творог Простоквашино 0% мягкий,12,0.1,3.5,63
Творог Простоквашино 2% нежирный,18,2,3.3,103
Творог Простоквашино 5% зерненый,12.69999981,5,2.4,105
Творог Простоквашино 5% зерненый с клубникой,10.30000019,5,12.5,127
Творог Простоквашино 5% зерненый с малиной,10.30000019,4,12.2,126
Творог Простоквашино 5% зерненый с персиком,10.30000019,4,13.1,130
Творог Простоквашино 5% зерненый с черникой,10.30000019,4,13.1,127
Творог Простоквашино 5% классический,16,5,3,121
Творог Простоквашино 9% классический,16,9,3,157
Творог Романов Луг 5% мягкий,8.5,5,3,90
Творог Савушкин продукт 0% обезжиренный Мягкий Нежный,10,0.1,1,45
Творог Савушкин продукт 5% Мягкий Нежный,8.5,5,1.6,85
Творог Савушкин Хуторок 0% рассыпчатый,18.29999924,0.1,1.3,79
Творог Савушкин Хуторок 1%,18,1,1.3,86
Творог Свежее Завтра 5%,16,5,3,121
Творог Свежее Завтра 9%,16,9,3,157
Творог Свитлогорье 4% мягкий,9.300000191,4,1.3,80
Творог Село Зелёное 5%,16,5,3,121
Творог Село Зелёное обезжиренный,18,0.5,3.3,90
Творог Серышевский обезжиренный,18,1.8,3.3,85
Творог Тёма с абрикосом,7.599999905,4.2,11.2,113
Творог Хуторок 5% мягкий,8.5,5,3,90
Творожная масса,7.099999905,23,27.5,341
Творожная масса Останкинское Особая с курагой 23%,7.699999809,20.7,30.2,338
Творожная масса Ростагроэкспорт Картошка,10.89999962,20,27.6,334
Творожная масса Ростагроэкспорт Особая с сахаром и изюмом,7.699999809,20.7,31.6,344
Творожная масса Ростагроэкспорт Особая с сахаром и курагой,7.900000095,20.7,30.2,339
"Творожная масса Ростагроэкспорт Особая с сахаром, изюмом и шоколадной крошкой",8.300000191,22.1,31.3,357
Творожная масса с изюмом,6.800000191,21.6,29.9,343
Творожная масса с курагой,9,23,29,357
Творожный продукт Буренкин луг СЗМЖ 30%,4,30,2.1,290
Творожный продукт Снеда Домашний рассыпчатый 12%,6,12,1.8,139
Творожный продукт Чудо со вкусом ванили с шоколадным соусом,4.199999809,5.6,17.3,136
